SNo,HOTEL NAME,CITIES,LOCATION,NUMBER OF REVIEWS,USER RATINGS,STAR RATING,REVIEW SCORE
4726,a&o Berlin Hauptbahnhof,Berlin,"Mitte, Berlin","6,850 reviews",7.2,5,Good
4727,Motel One Berlin-Bellevue,Berlin,"Mitte, Berlin","3,336 reviews",8.2,5,Very good
4728,Precise Tale Berlin Potsdamer Platz,Berlin,"Friedrichshain-Kreuzberg, Berlin","3,122 reviews",8.7,2,Fabulous
4729,B&B Hotel Berlin City-West,Berlin,"Charlottenburg-Wilmersdorf, Berlin","2,153 reviews",7.1,5,Good
4730,Premier Inn Berlin Airport,Berlin,"Treptow-Köpenick, Berlin","1,678 reviews",8.8,1,Fabulous
4731,ARCOTEL Velvet Berlin,Berlin,"Mitte, Berlin","2,769 reviews",8.0,2,Very good
4732,Motel One Berlin-Tiergarten,Berlin,"Tempelhof-Schöneberg, Berlin","3,794 reviews",8.2,4,Very good
4733,Hotel AMANO Grand Central,Berlin,"Mitte, Berlin","8,841 reviews",8.1,1,Very good
4734,Neukoln Studios,Berlin,"Neukölln, Berlin",5 reviews,7.6,2,Good
4735,Best Western Plus Plaza Berlin Kurfürstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin","4,306 reviews",7.8,4,Good
4736,2RM Sunny Apt w/ Free Parking,Berlin,"Steglitz-Zehlendorf, Berlin",,,5,
4737,Estrel Berlin,Berlin,"Neukölln, Berlin","4,121 reviews",8.2,1,Very good
4738,Park Inn by Radisson Berlin Alexanderplatz,Berlin,"Mitte, Berlin","19,508 reviews",7.4,2,Good
4739,Scandic Berlin Potsdamer Platz,Berlin,"Mitte, Berlin","12,366 reviews",8.1,5,Very good
4740,MEININGER Hotel Berlin Hauptbahnhof,Berlin,"Mitte, Berlin","12,911 reviews",7.4,2,Good
4741,Generator Berlin Mitte,Berlin,"Mitte, Berlin","4,046 reviews",7.4,3,Good
4742,Leonardo Hotel Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin","9,273 reviews",7.9,4,Good
4743,Park Plaza Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin","5,304 reviews",7.8,1,Good
4744,Motel One Berlin Ku'Damm,Berlin,"Charlottenburg-Wilmersdorf, Berlin","2,761 reviews",8.3,4,Very good
4745,Riu Plaza Berlin,Berlin,"Tempelhof-Schöneberg, Berlin","16,227 reviews",8.3,4,Very good
4746,Hampton By Hilton Berlin City East Side Gallery,Berlin,"Friedrichshain-Kreuzberg, Berlin","5,226 reviews",8.5,5,Very good
4747,TITANIC Comfort Kurfürstendamm,Berlin,"Tempelhof-Schöneberg, Berlin","4,214 reviews",8.0,5,Very good
4748,ibis budget Berlin Kurfürstendamm,Berlin,"Tempelhof-Schöneberg, Berlin","4,749 reviews",7.6,2,Good
4749,Generator Berlin Alexanderplatz,Berlin,"Mitte, Berlin","4,010 reviews",7.2,5,Good
4750,Motel One Berlin-Spittelmarkt,Berlin,"Mitte, Berlin","3,878 reviews",8.7,1,Fabulous
4751,Hampton by Hilton Berlin City Centre Alexanderplatz,Berlin,"Mitte, Berlin","12,992 reviews",8.1,2,Very good
4752,ibis Styles Berlin Treptow,Berlin,"Treptow-Köpenick, Berlin","2,326 reviews",7.6,4,Good
4753,H2 Hotel Berlin-Alexanderplatz,Berlin,"Mitte, Berlin","16,958 reviews",8.2,1,Very good
4754,Mercure Hotel Berlin Tempelhof,Berlin,"Neukölln, Berlin","3,561 reviews",7.9,1,Good
4755,TITANIC Comfort Mitte,Berlin,"Mitte, Berlin","7,983 reviews",7.8,2,Good
4756,Catalonia Berlin Mitte,Berlin,"Mitte, Berlin","3,783 reviews",8.3,3,Very good
4757,Hilton Berlin,Berlin,"Mitte, Berlin","2,394 reviews",7.7,4,Good
4758,"Holiday Inn Berlin City-West, an IHG Hotel",Berlin,"Spandau, Berlin","2,853 reviews",7.2,1,Good
4759,Mövenpick Hotel Berlin Am Potsdamer Platz,Berlin,"Friedrichshain-Kreuzberg, Berlin","3,425 reviews",7.9,1,Good
4760,Novum Hotel Aldea Berlin Centrum,Berlin,"Tempelhof-Schöneberg, Berlin","8,571 reviews",7.1,4,Good
4761,Essential by Dorint Berlin-Adlershof,Berlin,"Treptow-Köpenick, Berlin","2,425 reviews",8.2,4,Very good
4762,"Holiday Inn Express - Berlin - Alexanderplatz, an IHG Hotel",Berlin,"Mitte, Berlin","8,517 reviews",8.2,5,Very good
4763,Hotel Palace Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin","2,980 reviews",8.8,5,Fabulous
4764,Maritim proArte Hotel Berlin,Berlin,"Mitte, Berlin","9,885 reviews",8.0,2,Very good
4765,TITANIC Chaussee Berlin,Berlin,"Mitte, Berlin","9,876 reviews",8.2,5,Very good
4766,Steigenberger Hotel Am Kanzleramt,Berlin,"Mitte, Berlin","6,399 reviews",8.6,1,Fabulous
4767,aletto Hotel Kudamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin","6,112 reviews",8.1,2,Very good
4768,JW Marriott Hotel Berlin,Berlin,"Mitte, Berlin","1,697 reviews",8.1,4,Very good
4769,JW Marriott Hotel Berlin,Berlin,"Mitte, Berlin","1,697 reviews",8.1,1,Very good
4770,Hotel Augusta Am Kurfürstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin","2,385 reviews",8.1,1,Very good
4771,ibis Berlin Kurfuerstendamm,Berlin,"Tempelhof-Schöneberg, Berlin","3,840 reviews",8.0,2,Very good
4772,Leonardo Hotel Berlin Mitte,Berlin,"Mitte, Berlin","12,167 reviews",8.1,4,Very good
4773,Ibis budget Berlin Potsdamer Platz,Berlin,"Friedrichshain-Kreuzberg, Berlin","10,842 reviews",7.5,1,Good
4774,"InterContinental Berlin, an IHG Hotel",Berlin,"Mitte, Berlin","2,185 reviews",8.7,1,Fabulous
4775,Comfort Hotel Lichtenberg,Berlin,"Lichtenberg, Berlin","1,658 reviews",7.3,4,Good
4776,Three Little Pigs Hostel - Your Berlin Castle,Berlin,"Friedrichshain-Kreuzberg, Berlin","4,712 reviews",8.0,4,Very good
4777,Ibis Berlin Hauptbahnhof,Berlin,"Mitte, Berlin","5,388 reviews",8.2,5,Very good
4778,TWO Hotel Berlin by Axel - Adults Only,Berlin,"Charlottenburg-Wilmersdorf, Berlin","2,816 reviews",7.9,5,Good
4779,Park Plaza Wallstreet Berlin Mitte,Berlin,"Mitte, Berlin","5,239 reviews",8.2,2,Very good
4780,Eurostars Berlin,Berlin,"Mitte, Berlin","4,733 reviews",7.9,5,Good
4781,Leonardo Hotel Berlin KU'DAMM,Berlin,"Charlottenburg-Wilmersdorf, Berlin","7,009 reviews",8.0,1,Very good
4782,"The Hoxton, Charlottenburg",Berlin,"Charlottenburg-Wilmersdorf, Berlin",337 reviews,8.6,2,Fabulous
4783,ibis Berlin Messe,Berlin,"Charlottenburg-Wilmersdorf, Berlin","2,403 reviews",7.4,4,Good
4784,Vienna House Easy by Wyndham Berlin Prenzlauer Berg,Berlin,"Prenzlauer Berg, Berlin","3,746 reviews",8.1,1,Very good
4785,Hotel Ludwig van Beethoven,Berlin,"Friedrichshain-Kreuzberg, Berlin","2,931 reviews",8.3,1,Very good
4786,Hotel Tiergarten Berlin,Berlin,"Mitte, Berlin","2,142 reviews",7.4,2,Good
4787,Sheraton Berlin Grand Hotel Esplanade,Berlin,"Mitte, Berlin","1,597 reviews",7.8,3,Good
4788,Hotel MANI by AMANO,Berlin,"Mitte, Berlin","1,457 reviews",7.9,4,Good
4789,Hotel Berliner Bär,Berlin,"Tempelhof-Schöneberg, Berlin","1,600 reviews",7.3,1,Good
4790,Hotel ROMY by AMANO,Berlin,"Mitte, Berlin","4,271 reviews",8.3,1,Very good
4791,EASY Lodges Berlin,Berlin,"Neukölln, Berlin","2,443 reviews",7.0,4,Good
4792,Locke at East Side Gallery,Berlin,"Friedrichshain-Kreuzberg, Berlin",227 reviews,9.3,4,Superb
4793,The Base Berlin ONE,Berlin,"Pankow, Berlin",369 reviews,7.9,5,Good
4794,Quentin XL Potsdamer Platz,Berlin,"Mitte, Berlin","3,055 reviews",7.3,5,Good
4795,Courtyard by Marriott Berlin City Center,Berlin,"Mitte, Berlin",906 reviews,8.7,2,Fabulous
4796,Habyt-The Waterfront,Berlin,"Lichtenberg, Berlin",416 reviews,8.4,5,Very good
4797,ibis budget Berlin Alexanderplatz,Berlin,"Friedrichshain-Kreuzberg, Berlin","4,454 reviews",7.6,1,Good
4798,MEININGER Hotel Berlin Airport,Berlin,"Treptow-Köpenick, Berlin","2,925 reviews",7.6,2,Good
4799,H10 Berlin Ku'damm,Berlin,"Charlottenburg-Wilmersdorf, Berlin","5,022 reviews",8.3,4,Very good
4800,AMANO East Side,Berlin,"Friedrichshain-Kreuzberg, Berlin","5,362 reviews",8.3,1,Very good
4801,Schulz Hotel Berlin Wall at the East Side Gallery,Berlin,"Friedrichshain-Kreuzberg, Berlin","19,392 reviews",8.4,1,Very good
4802,Pestana Berlin Tiergarten,Berlin,"Mitte, Berlin","4,613 reviews",8.1,2,Very good
4803,"Holiday Inn Express Berlin City Centre, an IHG Hotel",Berlin,"Friedrichshain-Kreuzberg, Berlin","10,175 reviews",8.1,3,Very good
4804,Hotel Adlon Kempinski Berlin,Berlin,"Mitte, Berlin","3,529 reviews",9.2,4,Superb
4805,"Provocateur Berlin, a Member of Design Hotels",Berlin,"Charlottenburg-Wilmersdorf, Berlin","1,216 reviews",8.7,1,Fabulous
4806,ibis Berlin City Potsdamer Platz,Berlin,"Friedrichshain-Kreuzberg, Berlin","2,824 reviews",7.7,1,Good
4807,B&B Hotel Berlin Potsdamer Platz,Berlin,"Mitte, Berlin","1,027 reviews",8.0,4,Very good
4808,Hotel Gat Point Charlie,Berlin,"Mitte, Berlin","5,798 reviews",8.1,4,Very good
4809,"Lindner Hotel Berlin Ku'damm, part of JdV by Hyatt",Berlin,"Charlottenburg-Wilmersdorf, Berlin","2,706 reviews",8.3,5,Very good
4810,H24 Berlin Lichtenberg,Berlin,"Lichtenberg, Berlin","1,802 reviews",8.5,5,Very good
4811,IntercityHotel Berlin Hauptbahnhof,Berlin,"Mitte, Berlin","13,263 reviews",8.1,2,Very good
4812,Steps-Hotel,Berlin,"Mitte, Berlin","2,108 reviews",7.9,5,Good
4813,H+ Hotel 4Youth,Berlin,"Mitte, Berlin","4,128 reviews",7.8,1,Good
4814,Hotel Transit Loft,Berlin,"Prenzlauer Berg, Berlin","4,740 reviews",7.8,2,Good
4815,Grimm's Potsdamer Platz,Berlin,"Mitte, Berlin","6,855 reviews",8.8,4,Fabulous
4816,Gold Palais Hotel,Berlin,"Prenzlauer Berg, Berlin",962 reviews,8.3,1,Very good
4817,Classik Hotel Hackescher Markt,Berlin,"Mitte, Berlin","1,295 reviews",7.5,1,Good
4818,Hampton by Hilton Berlin City West,Berlin,"Charlottenburg-Wilmersdorf, Berlin","7,019 reviews",8.2,3,Very good
4819,Living Hotel Weißensee,Berlin,"Pankow, Berlin","1,854 reviews",8.3,4,Very good
4820,Hotel Zoo Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin","1,940 reviews",8.7,1,Fabulous
4821,Arte Luise Kunsthotel,Berlin,"Mitte, Berlin","1,514 reviews",7.5,1,Good
4822,Waldorf Astoria Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin",691 reviews,8.4,4,Very good
4823,Hyperion Hotel Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin","7,201 reviews",8.5,4,Very good
4824,Leonardo Royal Hotel Berlin Alexanderplatz,Berlin,"Friedrichshain-Kreuzberg, Berlin","10,193 reviews",8.4,5,Very good
4825,Hotel Lützow,Berlin,"Mitte, Berlin","2,444 reviews",7.4,5,Good
4826,Motel One Berlin-Hauptbahnhof,Berlin,"Mitte, Berlin","7,087 reviews",8.5,2,Very good
4827,Moxy Berlin Ostbahnhof,Berlin,"Friedrichshain-Kreuzberg, Berlin","2,793 reviews",8.1,5,Very good
4828,Nena Hostel Berlin,Berlin,"Mitte, Berlin","2,918 reviews",7.8,1,Good
4829,Berlin Marriott Hotel,Berlin,"Mitte, Berlin","2,189 reviews",8.6,2,Fabulous
4830,Best Western Hotel Kantstrasse Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin","1,782 reviews",7.5,4,Good
4831,INNSiDE by Meliá Berlin Mitte,Berlin,"Mitte, Berlin","5,067 reviews",8.3,1,Very good
4832,Leonardo Boutique Hotel Berlin City South,Berlin,"Neukölln, Berlin","2,961 reviews",8.1,2,Very good
4833,"The Ritz-Carlton, Berlin",Berlin,"Mitte, Berlin","1,052 reviews",9.0,3,Superb
4834,Hotel Steglitz International,Berlin,"Steglitz-Zehlendorf, Berlin","4,262 reviews",8.1,4,Very good
4835,Victor's Residenz-Hotel Berlin,Berlin,"Prenzlauer Berg, Berlin","1,499 reviews",7.9,1,Good
4836,Grand Hostel Berlin Urban,Berlin,"Neukölln, Berlin","2,807 reviews",7.9,1,Good
4837,Vienna House by Wyndham Andel's Berlin,Berlin,"Lichtenberg, Berlin","5,922 reviews",8.3,4,Very good
4838,ABACUS Tierpark Hotel,Berlin,"Lichtenberg, Berlin","1,913 reviews",7.5,4,Good
4839,Hotel Berlin Mitte by Campanile,Berlin,"Mitte, Berlin","1,512 reviews",7.7,5,Good
4840,Meliá Berlin,Berlin,"Mitte, Berlin","6,473 reviews",8.4,5,Very good
4841,martas Gästehäuser Hauptbahnhof Berlin ehemals Jugendgästehaus,Berlin,"Mitte, Berlin","3,123 reviews",8.0,2,Very good
4842,"Crowne Plaza Berlin City Centre Ku'damm, an IHG Hotel",Berlin,"Charlottenburg, Berlin","4,857 reviews",8.3,5,Very good
4843,IntercityHotel Berlin Ostbahnhof,Berlin,"Friedrichshain-Kreuzberg, Berlin","4,257 reviews",7.9,1,Good
4844,ibis budget Berlin Ost,Berlin,"Marzahn-Hellersdorf, Berlin","2,103 reviews",5.9,2,Review score
4845,NH Berlin Kurfürstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin","3,510 reviews",8.1,4,Very good
4846,acom-Hotel Berlin Kurfürstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin","5,291 reviews",6.9,1,Review score
4847,NH Berlin Potsdamer Platz,Berlin,"Friedrichshain-Kreuzberg, Berlin","2,060 reviews",8.5,1,Very good
4848,Hotel Bleibtreu Berlin by Golden Tulip,Berlin,"Charlottenburg-Wilmersdorf, Berlin",842 reviews,7.8,2,Good
4849,Hotel Kiez Pension Berlin,Berlin,"Friedrichshain-Kreuzberg, Berlin","1,897 reviews",8.1,3,Very good
4850,a&o Berlin Mitte,Berlin,"Mitte, Berlin","5,642 reviews",6.6,4,Review score
4851,City Hotel Berlin East,Berlin,"Lichtenberg, Berlin","7,209 reviews",7.3,1,Good
4852,Park Plaza Berlin Kudamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin","4,480 reviews",7.8,1,Good
4853,Wunderschönes Studio im P-Berg,Berlin,"Prenzlauer Berg, Berlin",,,4,
4854,Wyndham Garden Berlin Mitte,Berlin,"Mitte, Berlin","3,482 reviews",6.8,4,Review score
4855,H+ Hotel Berlin Mitte,Berlin,"Mitte, Berlin","7,121 reviews",8.4,5,Very good
4856,Michelberger Hotel,Berlin,"Friedrichshain-Kreuzberg, Berlin","1,632 reviews",8.3,5,Very good
4857,Good Morning + Berlin City East,Berlin,"Lichtenberg, Berlin","5,585 reviews",7.2,2,Good
4858,NH Collection Berlin Mitte Friedrichstrasse,Berlin,"Mitte, Berlin","7,019 reviews",8.6,5,Fabulous
4859,harry's home hotel & apartments,Berlin,"Mitte, Berlin",403 reviews,8.6,1,Fabulous
4860,MOXY Berlin Humboldthain Park,Berlin,"Mitte, Berlin","2,002 reviews",7.9,2,Good
4861,aletto Hotel Potsdamer Platz,Berlin,"Friedrichshain-Kreuzberg, Berlin","7,559 reviews",8.7,4,Fabulous
4862,Mercure Hotel MOA Berlin,Berlin,"Mitte, Berlin","4,383 reviews",8.3,1,Very good
4863,nhow Berlin,Berlin,"Friedrichshain-Kreuzberg, Berlin","5,934 reviews",8.3,1,Very good
4864,Nena Apartments Moritzplatz,Berlin,"Friedrichshain-Kreuzberg, Berlin",785 reviews,8.0,2,Very good
4865,B&B Hotel Berlin Alexanderplatz,Berlin,"Mitte, Berlin","2,577 reviews",7.8,3,Good
4866,Seminaris CampusHotel Berlin,Berlin,"Steglitz-Zehlendorf, Berlin","2,584 reviews",7.7,4,Good
4867,Hotel-Pension Cortina,Berlin,"Charlottenburg-Wilmersdorf, Berlin","1,469 reviews",6.1,1,Review score
4868,"Holiday Inn Berlin City East Side, an IHG Hotel",Berlin,"Friedrichshain-Kreuzberg, Berlin","3,717 reviews",8.5,1,Very good
4869,Mercure Hotel Berlin Mitte,Berlin,"Friedrichshain-Kreuzberg, Berlin","1,461 reviews",7.7,4,Good
4870,Hotel Kaiser,Berlin,"Charlottenburg-Wilmersdorf, Berlin","1,990 reviews",7.1,4,Good
4871,Novotel Berlin Am Tiergarten,Berlin,"Charlottenburg-Wilmersdorf, Berlin","3,983 reviews",8.3,5,Very good
4872,"Max Brown Hotel Ku'damm, part of Sircle Collection",Berlin,"Charlottenburg-Wilmersdorf, Berlin","2,414 reviews",8.3,5,Very good
4873,B&B Hotel Berlin-Tiergarten,Berlin,"Charlottenburg-Wilmersdorf, Berlin","4,262 reviews",8.0,2,Very good
4874,H4 Hotel Berlin Alexanderplatz,Berlin,"Mitte, Berlin","8,654 reviews",8.3,5,Very good
4875,Potsdamer Inn,Berlin,"Tempelhof-Schöneberg, Berlin","2,328 reviews",5.0,1,Review score
4876,Grand Hyatt Berlin,Berlin,"Mitte, Berlin","2,288 reviews",8.7,2,Fabulous
4877,Aeronaut Serviced Apartments Neukölln-Kreuzberg powered by Pearl 1,Berlin,"Neukölln, Berlin","1,698 reviews",8.1,4,Very good
4878,a&o Berlin Friedrichshain,Berlin,"Friedrichshain-Kreuzberg, Berlin","2,461 reviews",6.7,1,Review score
4879,Motel Plus Berlin,Berlin,"Neukölln, Berlin","5,294 reviews",7.6,1,Good
4880,Citadines Kurfürstendamm Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin","1,592 reviews",8.2,2,Very good
4881,Hotel Indigo Berlin - East Side Gallery,Berlin,"Friedrichshain-Kreuzberg, Berlin","1,937 reviews",9.0,3,Superb
4882,Hotel Domicil Berlin by Golden Tulip,Berlin,"Charlottenburg-Wilmersdorf, Berlin","1,119 reviews",7.6,4,Good
4883,ibis Berlin City Süd,Berlin,"Neukölln, Berlin","1,191 reviews",7.5,1,Good
4884,"Hotel Indigo Berlin – Ku’damm, an IHG Hotel",Berlin,"Charlottenburg-Wilmersdorf, Berlin","1,114 reviews",8.5,1,Very good
4885,ARCOTEL John F Berlin,Berlin,"Mitte, Berlin","4,464 reviews",8.2,4,Very good
4886,ibis Hotel Berlin Mitte,Berlin,"Prenzlauer Berg, Berlin","4,896 reviews",8.0,4,Very good
4887,ibis Hotel Berlin Spandau,Berlin,"Spandau, Berlin","3,008 reviews",7.5,5,Good
4888,Ku'Damm 101 Hotel,Berlin,"Charlottenburg-Wilmersdorf, Berlin","1,445 reviews",8.0,5,Very good
4889,Airporthotel Berlin-Adlershof,Berlin,"Treptow-Köpenick, Berlin","1,113 reviews",7.7,2,Good
4890,fjord hotel berlin,Berlin,"Mitte, Berlin","2,679 reviews",8.5,5,Very good
4891,SANA Berlin Hotel,Berlin,"Charlottenburg-Wilmersdorf, Berlin","4,303 reviews",8.5,1,Very good
4892,Motel One Berlin Mitte,Berlin,"Friedrichshain-Kreuzberg, Berlin","1,859 reviews",8.4,2,Very good
4893,Motel Blue,Berlin,"Charlottenburg-Wilmersdorf, Berlin","1,808 reviews",7.4,4,Good
4894,Come Inn Berlin Kurfürstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin","2,386 reviews",7.5,1,Good
4895,ibis Berlin City Nord,Berlin,"Reinickendorf, Berlin","1,626 reviews",6.7,2,Review score
4896,"Crowne Plaza Berlin - Potsdamer Platz, an IHG Hotel",Berlin,"Friedrichshain-Kreuzberg, Berlin","3,492 reviews",8.4,3,Very good
4897,Select Hotel Style Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin","2,532 reviews",8.2,4,Very good
4898,Hotel Pankow,Berlin,"Pankow, Berlin","1,640 reviews",7.6,1,Good
4899,The Westin Grand Berlin,Berlin,"Mitte, Berlin","5,214 reviews",8.6,1,Fabulous
4900,Hotel und Rasthof AVUS,Berlin,"Charlottenburg-Wilmersdorf, Berlin",408 reviews,6.9,4,Review score
4901,New Berlin,Berlin,"Friedrichshain-Kreuzberg, Berlin","1,723 reviews",8.1,4,Very good
4902,The Weinmeister Berlin-Mitte - Adults Only,Berlin,"Mitte, Berlin","1,162 reviews",8.1,5,Very good
4903,Schlosshotel Berlin by Patrick Hellmann,Berlin,"Charlottenburg-Wilmersdorf, Berlin",982 reviews,8.7,5,Fabulous
4904,Hotel Vivaldi Berlin am Kurfürstendamm,Berlin,"Charlottenburg-Wilmersdorf, Berlin","1,733 reviews",7.3,2,Good
4905,"Hotel Luc, Autograph Collection",Berlin,"Mitte, Berlin",442 reviews,8.9,5,Fabulous
4906,Hotel Garni Aaberna,Berlin,"Mitte, Berlin",841 reviews,5.5,1,Review score
4907,Hotel Rossi,Berlin,"Mitte, Berlin","2,315 reviews",8.5,2,Very good
4908,Dorint Kurfürstendamm Berlin,Berlin,"Charlottenburg-Wilmersdorf, Berlin","2,723 reviews",8.3,4,Very good
4909,Apartmenthouse Berlin - Am Görlitzer Park,Berlin,"Friedrichshain-Kreuzberg, Berlin","1,534 reviews",8.2,1,Very good
4910,Amstel House Hostel,Berlin,"Mitte, Berlin","3,586 reviews",7.8,1,Good
4911,Hotel am Borsigturm,Berlin,"Reinickendorf, Berlin","2,034 reviews",8.3,2,Very good
4912,NH Collection Berlin Mitte am Checkpoint Charlie,Berlin,"Mitte, Berlin","7,717 reviews",8.3,3,Very good
