S NO,HOTEL NAME,FREE WIFI,FAMILY ROOMS,NON SMOKING ROOMS,RESTAURANT,BAR,HEATING,LIFT,BREAKFAST CUISINE 1,BREAKFAST CUISINE 2,BREAKFAST CUISINE 3
5470,glorious cloud apartment,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES
5471,GRACE Suite mit zwei Schlafzimmern,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES
5472,Be in Berlin Apartments in Prenzlauer Berg,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES
5473,Apartment mea,NO,YES,YES,YES,NO,NO,YES,YES,NO,NO
5474,Apartment center Friedrichshain,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO
5475,"LUXURY Maisonette Duplex 2 floors,2 full bath Mitte City Center",YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
5476,Holiday 33 Apartments ABCD Alexanderplatz,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES
5477,Apartments Tempelhof,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES
5478,BIG Central City Apt. Potsdamer Platz,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO
5479,Apartment NIEBUHR Kurfürstendamm - Cozy Family & Business Flair welcomes you - Rockchair Apartments,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES
5480,BIG Central City Apartment West Kurfurstendamm,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES
5481,Apartment Fritz,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES
5482,Apartments Berlin Niederbarnimstraße,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES
5483,Grand Central Mitte Apartment,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO
5484,Ferienwohnungen am Krossinsee,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO
5485,Apartments elPilar Friedrichshain,YES,NO,NO,YES,NO,YES,NO,NO,YES,YES
5486,Rooftop Loft Berlin Mitte and Bikes,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES
5487,Downtown monument near Checkpoint Charlie,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES
5488,Apartments Dahlie & Nelke,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES
5489,Apartments Schöneberg,NO,YES,YES,YES,YES,NO,YES,YES,NO,NO
5490,Pension Michael,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO
5491,Industriepalast Berlin,YES,NO,NO,YES,NO,YES,NO,NO,YES,YES
5492,Grand Hostel Berlin Classic,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES
5493,Space Night Capsule Hostel,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES
5494,Ballhaus Berlin Hostel,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES
5495,Die Fabrik - baxpax Hotel,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES
5496,Solitaire Hotel,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES
5497,The Circus Hostel,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO
5498,Hotel Goldmarie,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO
5499,Pfefferbett Hostel,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
5500,Hotel Adam,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES
5501,New Hostel Berlin Mitte FREE SNACK hot tea and coffee,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES
5502,Hotel 26,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES
5503,Hotel zum Ziehbrunnen,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO
5504,The York by Swiss-Belhotel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5505,YEHS Hotel Sydney Harbour Suites,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5506,House with the pool on the Edge of the Most Beautiful Harbour!,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5507,ibis Sydney Airport,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5508,CKS Sydney Airport Hotel,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5509,Travelodge Hotel Sydney Airport,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5510,ibis budget Sydney Airport,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5511,Metro Hotel Marlow Sydney Central,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5512,Great Southern Hotel Sydney,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5513,Punthill Parramatta,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5514,Citadines Connect Sydney Airport,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5515,Moxy Sydney Airport,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5516,"Holiday Inn Parramatta, an IHG Hotel",YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5517,ibis Styles Sydney Central,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5518,The Jensen Potts Point,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5519,ibis budget Sydney East,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5520,ibis Budget - St Peters,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5521,Hotel Urban St Leonards,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5522,ibis Budget - Enfield,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5523,Sydney Central YHA,YES,YES,NO,NO,YES,NO,YES,NO,YES,NO
5524,Novotel Sydney International Airport,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5525,Sydney Harbour YHA,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES
5526,Rydges Sydney Airport Hotel,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5527,The Tank Stream Sydney,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5528,Maze Backpackers - Sydney,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5529,Mercure Sydney Macquarie Park,YES,YES,NO,NO,YES,NO,YES,NO,YES,NO
5530,ibis Sydney World Square,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5531,Siesta Sydney,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5532,Novotel Sydney Brighton Beach,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5533,Adina Apartment Hotel Sydney Airport,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5534,Edgecliff Lodge Motel,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5535,Garden Lodge Sydney Hotel,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5536,"Meriton Suites George Street, Parramatta",YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5537,"Holiday Inn Express Sydney Macquarie Park, an IHG Hotel",NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5538,Southend Hotel,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5539,Top location city skyline one bedroom apartment,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5540,Hotel Challis Potts Point,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5541,The Sarah by Urban Rest,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5542,Quality Inn Sunshine Haberfield,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5543,The Ultimo,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5544,Nightcap at the Ranch Hotel,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5545,The Urban Newtown,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5546,Twin Towers Inn,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5547,Mercure Sydney Parramatta,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5548,The Strand Hotel,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5549,Wake Up! Sydney Central,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5550,Rydges World Square,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5551,Punthill Parramatta,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5552,The Alison Randwick,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5553,Novotel Sydney Parramatta,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5554,Glenferrie Lodge,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES
5555,"Holiday Inn Express Sydney Airport, an IHG Hotel",NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5556,Sydney Park Hotel,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5557,28 Hotel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5558,Quest Macquarie Park,YES,YES,NO,NO,YES,NO,YES,NO,YES,NO
5559,Hyatt Regency Sydney,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5560,Meridian Hotel Hurstville,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES
5561,57Hotel,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5562,Courtyard by Marriott Sydney-North Ryde,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5563,"Holiday Inn Sydney Airport, an IHG Hotel",YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5564,Lux Home at The Arc Bondi Beach,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5565,Avoca Randwick by Sydney Lodges,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5566,Top location city skyline one bedroom apartment,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5567,Megaboom City Hotel,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5568,Shangri-La Sydney,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5569,Charrington Hotel,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5570,Cozy M Hotel,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5571,790 on George Backpackers,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5572,Ryde Inn,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5573,Rockdale Apartment Rooms,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5574,Mercure Sydney,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5575,Pullman Quay Grand Sydney Harbour,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5576,ibis Sydney Darling Harbour,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5577,Stay at Hotel Steyne,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5578,The Lurline Randwick,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5579,Mariners Court Hotel Sydney,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5580,Quest Macquarie Park,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5581,QUEEN SIZE GARDEN VIEW ROOM EASTWOOD/RYDE,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5582,Penshurst Hotel,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5583,Quest Mascot,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5584,St Marks Randwick,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5585,Lux Home at The Arc Bondi Beach,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5586,Haven Glebe,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5587,The North Sydney Hotel,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5588,Hotel Hacienda,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5589,Wandering a private room with shared bathroom,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5590,Parramatta City Motel,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5591,"Crowne Plaza Sydney Burwood, an IHG Hotel",NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5592,Darcy's Hotel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5593,No 9 Springfield,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5594,The Clovelly Hotel,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5595,Best Western Plus Camperdown Suites,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5596,The General Gordon,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5597,Royal Hotel Randwick,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5598,Song Hotel Sydney,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5599,The Fullerton Hotel Sydney,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5600,Royal Hotel Ryde,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5601,Travelodge Hotel Hurstville Sydney,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5602,The Darling at The Star,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5603,Central Studio Hotel Sydney,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5604,Pullman Sydney Airport,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5605,Wandering a private room with shared bathroom,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5606,Big Backpackers Hostel,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5607,The Select Inn Ryde,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5608,Nesuto Parramatta,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5609,ibis Sydney Barangaroo,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5610,View Sydney,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5611,Oasis on Beamish Hotel,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5612,The Blue Hotel Bondi,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5613,Oxford House,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5614,A Linha Petersham,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5615,YEHS Hotel Sydney QVB,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5616,175 Hotel Westmead,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5617,The North Shore Hotel,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5618,Neutral Bay Lodge,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5619,Greenacre Hotel,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5620,Metro Aspire Hotel Sydney,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5621,"Crowne Plaza Sydney Darling Harbour, an IHG Hotel",NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5622,Vibe Hotel North Sydney,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5623,The Grace Hotel,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5624,The Baxley Bondi,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5625,Sir Stamford Circular Quay,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5626,Royal Pacific Hotel,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5627,Criterion Hotel Sydney,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5628,Q Station,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5629,A Linha Petersham,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5630,Holiday Inn Sydney Potts Point,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5631,Capella Sydney,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5632,The Sebel Sydney Manly Beach,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5633,Veriu Green Square,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5634,Amora Hotel Jamison Sydney,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5635,Mercure Sydney Manly Warringah,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5636,Hotel Bondi,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5637,"Aerotel Sydney (Arrivals B, International Terminal 1)",YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5638,Adge Hotel and Residences,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5639,Hilton Sydney,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5640,"HOTEL MORRIS SYDNEY, Handwritten Collection",YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5641,Rydges Camperdown,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5642,North Ryde Guesthouse,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5643,Veriu Randwick,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5644,Aiden by Best Western Darling Harbour,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5645,The Hughenden Boutique Hotel,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5646,ibis Budget Sydney Olympic Park,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5647,Cambridge Lodge,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5648,Adina Apartment Hotel Sydney Town Hall,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5649,"Holiday Inn & Suites - Parramatta Marsden Street, an IHG Hotel",YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5650,Studio 8 Residences - Adults Only,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5651,Manly Pacific Sydney MGallery Collection,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5652,"Hotel Harry, Ascend Hotel Collection",YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5653,Rydges Sydney Central,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5654,Rydges Sydney Harbour,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5655,"InterContinental Sydney Double Bay, an IHG Hotel",YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5656,"InterContinental Sydney, an IHG Hotel",NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5657,Sydney Harbour Marriott Hotel at Circular Quay,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5658,Veriu Randwick,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5659,Sydney Potts Point Central Apartment Hotel,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5660,Novotel Sydney Darling Harbour,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5661,"Pier One Sydney Harbour, Autograph Collection",YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5662,Dive Hotel,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5663,Strathfield Executive Accommodation,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5664,Adina Apartment Hotel Sydney Town Hall,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5665,The Capitol Hotel Sydney,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5666,Quest Chatswood,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5667,"Holiday Inn & Suites Sydney Bondi Junction, an IHG Hotel",YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5668,Kingsgrove Hotel,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5669,Palms Hotel,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5670,Bridgeview Hotel Willoughby,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5671,Darlo Bar Darlinghurst,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5672,W Sydney,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5673,Napoleon On Kent,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5674,Novotel Sydney Central,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5675,The Village Glebe,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5676,The Erko Hotel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5677,Wake Up! Bondi Beach,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5678,Darling Harbour,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5679,Manly Paradise Motel & Apartments,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5680,Mrs Banks Hotel,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5681,Adina Apartment Hotel Coogee Sydney,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5682,Regents Court Sydney,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5683,Sydney Potts Point Central Apartment Hotel,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5684,Mantra Hotel at Sydney Airport,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5685,BreakFree on Broadway Sydney,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5686,The Albert Mosman,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5687,The Old Clare Hotel,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5688,Meriton Suites Mascot Central,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5689,Quest Chatswood,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5690,Coogee Sands Hotel & Apartments,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5691,Royal Exhibition Hotel,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5692,Spicers Potts Point,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5693,Quest St Leonards,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5694,QT Sydney,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5695,Comfort Inn & Suites Burwood,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5696,Mantra 2 Bond Street,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5697,Citadines Walker North Sydney,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5698,Boutique Unit in Kingsford Near UNSW Sleeps 6,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5699,The Bayswater Sydney,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5700,One Bedroom with Roof Top Pool,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5701,Medusa Hotel Sydney,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5702,Sofitel Sydney Wentworth,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5703,Quest North Sydney,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5704,Ballantyne at Mosman - Serviced Apartments,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5705,YEHS Hotel Sydney CBD,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5706,Bayswater Boutique Lodge,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5707,Chippendale 1 BR Chippendale Way,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5708,Napoleon On Kent,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5709,Rendezvous Hotel Sydney The Rocks,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5710,Silkari Suites at Chatswood,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5711,Meriton Suites Waterloo,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5712,"Meriton Suites Coward Street, Mascot",YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5713,Veriu Broadway,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5714,Darling Harbour,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5715,PARKROYAL Parramatta,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5716,Crown Towers Sydney,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5717,The Star Grand Hotel and Residences Sydney,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5718,Adina Apartment Hotel Chippendale,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5719,Newtown Budget Hotel,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5720,Best Western Plus Hotel Stellar,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5721,Cremorne Point Manor,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5722,Veriu Central,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5723,Linley House,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5724,The York by Swiss-Belhotel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5725,"Adina Apartment Hotel Sydney, Darling Harbour",YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5726,Markets Hotel,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5727,Vibe Hotel Sydney,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5728,Ace Hotel Sydney,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5729,Lovely Studio apartments in Strathfield CBD,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5730,Sydney Boutique Hotel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5731,Macleay Hotel,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5732,Sun-filled Apt w Stunning Open Views of Park&City,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5733,Oaks Sydney North Ryde Suites,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5734,parramatta 2 bedroom apt,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5735,Mad Monkey Downtown,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5736,Greenwich Inn Motel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5737,Mad Monkey Broadway,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5738,Value Suites Green Square,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5739,Adina Apartment Hotel Coogee Sydney,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5740,"West Hotel Sydney, Curio Collection by Hilton",NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5741,Coogee Beach House,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5742,Sunny Rooms Mascot,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5743,High Cross Randwick by Sydney Lodges,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5744,Hotel Ravesis,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5745,Bondi 38 Serviced Apartments,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5746,Granville Hotel,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5747,Nomads Sydney,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5748,Perouse Randwick by Sydney Lodges,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5749,The Resch House,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5750,Cozy Apt w Park View by Stadiums,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5751,Hotel Palisade,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5752,Mercure Sydney Martin Place,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5753,Olympic Park next to stadium 2b2b1study & Free parking,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5754,Quest Manly,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5755,Vulcan Hotel Sydney,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5756,202 Elizabeth,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5757,Wynyard Hotel,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
5758,Regents Court Sydney,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES
5759,A by Adina Sydney,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES
5760,Sofitel Sydney Darling Harbour,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
5761,2 Bed 2 Bath Apt near Homebush train station,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES
5762,Highfield Private Hotel,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO
5763,The Branksome Hotel & Residences,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO
