SNO,HOTEL NAME,ROOM TYPE ,SINGLE BED,DOUBLE BED,PRICES,,,,
4446,Bree and Geesi,Double Room with Private Bathroom,YES,YES,"₹ 7,005",,,,
4447,Happy house,One-Bedroom Apartment,YES,YES,"₹ 6,267",,,,
4448,Superb Comfort and Views ☆ New Stylish City Center Apartment,Two-Bedroom Apartment,NO,YES,"₹ 13,444",,,,
4449,Central Arcadian One Bedroom - Sofa Bed - Balcony - City Centre,Apartment with Balcony,NO,YES,"₹ 11,645",,,,
4450,4 bedroom property in Birmingham,Four-Bedroom House,YES,NO,"₹ 10,189",,,,
4451,PREMIER SUITES Birmingham,One-Bedroom Apartment,YES,NO,"₹ 11,018",,,,
4452,"Stylish, spacious home&parking!",One-Bedroom Apartment,YES,YES,"₹ 4,610",,,,
4453,One bedroom flat,One-Bedroom Apartment,YES,YES,"₹ 4,094",,,,
4454,Kunda House Pershore,Standard Apartment,NO,YES,"₹ 6,445",,,,
4455,Lovely 3 Bed Apartment Near QE Hospital Harborne Birmingham New,Three-Bedroom Apartment,NO,YES,"₹ 15,136",,,,
4456,A Modern Lux 2 bedroom Apartment Near Alex Stadium & City WIFI FREE PARKING 15 - 30 Percent OFF - Longer STAYS 4 less Welcome,Two-Bedroom Apartment,YES,NO,"₹ 6,368",,,,
4457,Birmingham City - Central - NEC - Airport - 3 Bed Town House - Sleeps upto 8 - with upto 40 percent off Monthly Stays - Serviced Accommodation - Great Value for Long Term Stay,Three-Bedroom Townhouse,YES,NO,"₹ 46,362",,,,
4458,The Grey Haven Birmingham,Four-Bedroom House,YES,YES,"₹ 50,543",,,,
4459,Brindley Apt - Free Parking! Next Door To Arena-sea Life!,Apartment with Balcony,YES,YES,"₹ 16,164",,,,
4460,Cutlass Court Apartments by Comfort Zone,Apartment,NO,YES,"₹ 11,119",,,,
4461,Brand New SILVER FORGE - Charming Two Bedroom Apartment - City Centre - Lux Apartment,Superior Apartment,NO,YES,"₹ 13,101",,,,
4462,Berkshire stays,Villa,YES,NO,"₹ 59,135",,,,
4463,Gated home close to Birmingham City Centre,Three-Bedroom House,YES,NO,"₹ 17,670",,,,
4464,Amazing New Arcadian Centre - Two Bedroom - En Suite - Balcony - Bullring,Apartment with Balcony,YES,YES,"₹ 15,527",,,,
4465,"Two-bedroom Luxury Apartment with workspace, FREE PARKING & Balcony",Two-Bedroom Apartment,YES,YES,"₹ 17,478",,,,
4466,Traveller Award Winner 2023 - Green Homes - Luxury 4 Bed Houses & Studio Apartments for Company let - Contractors - Students - near NEC - HS2 - Birmingham Airport - Heartland Hospital - Star City - Birmingham City & Aston Universities,Four-Bedroom House,NO,YES,"₹ 42,456",,,,
4467,Orchid House,Three-Bedroom House,NO,YES,"₹ 25,019",,,,
4468,Tudors eSuites Birmingham Corporate Apartments,Two-Bedroom Apartment,YES,NO,"₹ 50,543",,,,
4469,"Penthouse Style Luxury 2 Bedroom House has Hot-Tub, extra fees apply",Two-Bedroom House,YES,NO,"₹ 25,019",,,,
4470,Stunning Top Floor Southside Apartment 2 BEDS PARKING WIFI NETFLIX,Two-Bedroom Apartment,YES,YES,"₹ 18,701",,,,
4471,"BIRMINGHAM HAGLEY WEST HOUSE, 5 bedrooms with 7 BEDS, 3x doubles beds, 4x singles beds,2 toilets,2 bathrooms,2 toilets, sleeps 7-10 people great motorway links M5 M6 M42 A38 A34",Apartment,NO,YES,"₹ 24,079",,,,
4472,"BIRMINGHAM COPLOW, 3 bedrooms house, with 6 beds, 2x doubles beds, 3x singles beds and 1 sofa-bed,sleeps people",Three-Bedroom Apartment,NO,YES,"₹ 26,151",,,,
4473,Birmingham City Centre Apartment – Broad Street,One-Bedroom Apartment,YES,NO,"₹ 21,228",,,,
4474,The Aston Tavern,Family Room,YES,NO,"₹ 27,554",,,,
4475,"Birmingham Garnet, 3 bedroom Apartment",Three-Bedroom Apartment,YES,YES,"₹ 17,941",,,,
4476,Comfy Birmingham City Center Apartment at Inge Street By HF Group,Two-Bedroom Apartment,YES,YES,"₹ 8,289",,,,
4477,No.8 Waterloo Street,Deluxe Apartment,NO,YES,"₹ 15,850",,,,
4478,Mica Point City Centre Apartment,Two-Bedroom Apartment,NO,YES,"₹ 13,647",,,,
4479,Masters Room,One-Bedroom Apartment,YES,NO,"₹ 11,736",,,,
4480,Sutton Coldfield Apartment,Triple Room,YES,NO,"₹ 5,815",,,,
4481,Birmingham Emerald 2 bedroom Apartment,Apartment,YES,YES,"₹ 8,289",,,,
4482,Barons Place,Two-Bedroom Apartment,YES,YES,"₹ 10,008",,,,
4483,New 1 Bed 1 Bath Apartment in Cool Digbeth,One-Bedroom Apartment,NO,YES,"₹ 12,282",,,,
4484,Homely City House in Birmingham Central B5,Three-Bedroom House,NO,YES,"₹ 12,937",,,,
4485,Queens b n b,Economy Double Room,YES,NO,"₹ 4,953",,,,
4486,"Johal Accommodation Ltd-BHX, NEC Studio Apartment with FREE parking",One-Bedroom Apartment,YES,NO,"₹ 7,683",,,,
4487,Nice Living Serviced Accommodations 6,Double Room with Shared Bathroom,YES,YES,"₹ 6,141",,,,
4488,"Centenary Plaza Apartament,Holiday Street,B11TB",Two-Bedroom Apartment,YES,YES,"₹ 16,212",,,,
4489,Westminster House - Contractors/Families,Four-Bedroom House,NO,YES,"₹ 22,643",,,,
4490,Ladywell House Suites - Chinatown - Self Check-in,Suite,NO,YES,"₹ 9,098",,,,
4491,Premium ArcadianPlus One Bed Apart - Sofa Bed - Balcony - Brand New!,Deluxe Apartment,YES,NO,"₹ 12,616",,,,
4492,Moseley Village Apartments,One-Bedroom Apartment,YES,NO,"₹ 12,130",,,,
4493,Luxury studio apartment near Birmingham citycentre,One-Bedroom Apartment,YES,YES,"₹ 8,420",,,,
4494,Modern One Bedroom Apartment in Jewellery Quarter Birmingham Sleeps 4,One-Bedroom Apartment,YES,YES,"₹ 13,533",,,,
4495,Reach Guest House,Double Room with Shared Bathroom,NO,YES,"₹ 6,571",,,,
4496,Silver Forge - Luxury 2 Bed - 2x En Suite - Siena Suite - Brand New!,Superior Apartment,YES,NO,"₹ 14,071",,,,
4497,Lovely studio apartment located in Birmingham,One-Bedroom Apartment,YES,NO,"₹ 9,098",,,,
4498,Beautiful flat Available Next to the City Center,One-Bedroom Apartment,YES,YES,"₹ 6,146",,,,
4499,Entire Brand New Serviced Apartment in Moseley,One-Bedroom Apartment,YES,YES,"₹ 9,280",,,,
4500,FABULOUS ROOM,One-Bedroom Apartment,NO,YES,"₹ 18,014",,,,
4501,"Cozy studios available for short term stays 10 mins from the city! Free WIFI &50"" SMART TV's!",Studio,NO,YES,"₹ 6,975",,,,
4502,Arcadian Aparthotel,Apartment with Terrace,YES,NO,"₹ 12,029",,,,
4503,Equipped Studios opposite UOB and walking distance to QE in GuestHouse,Studio,YES,NO,"₹ 8,087",,,,
4504,Birmingham Great Barr Property Near Junction 7 M6,Double Room,YES,YES,"₹ 6,874",,,,
4505,Albany house,Deluxe Double Room with Shower,YES,YES,"₹ 10,008",,,,
4506,Ensuite Room Selly Oak - Milner Road,Double Room with Private Bathroom,NO,YES,"₹ 5,458",,,,
4507,Paradise,One-Bedroom Apartment,NO,YES,"₹ 7,733",,,,
4508,Centrally Located Stylish Apartments,One-Bedroom Apartment,YES,NO,"₹ 9,280",,,,
4509,White house,Deluxe Double Room,YES,NO,"₹ 4,708",,,,
4510,Frederick property Apartment,One-Bedroom Apartment,YES,YES,"₹ 9,553",,,,
4511,Home Base: Tranquil Stay in the Heart of Birmingham,Seven-Bedroom House,YES,YES,"₹ 16,376",,,,
4512,3 Bedroom House in Birmingham with Free Parking,Three-Bedroom House,NO,YES,"₹ 13,738",,,,
4513,Mannie Place,One-Bedroom Apartment,NO,YES,"₹ 15,950",,,,
4514,Hotel 5 Ravenhurst Drive M6 J7,Budget Double Room,YES,NO,"₹ 7,369",,,,
4515,"Dusk House; Luxe/Modern Townhouse, B'ham JQ",Two-Bedroom House,YES,NO,"₹ 15,284",,,,
4516,Cozy self contained apartment,One-Bedroom Apartment,YES,YES,"₹ 7,278",,,,
4517,Luxury Flat in Moseley with Free Parking,One-Bedroom Apartment,YES,YES,"₹ 7,784",,,,
4518,Beautiful Spacious - 2 Bedroom Apartment on Broad Street,Two-Bedroom Apartment,NO,YES,"₹ 22,697",,,,
4519,Charde Guest House,Twin Room,NO,YES,"₹ 6,823",,,,
4520,"3 bedroom Holiday House,close to M6-Express way to centre",Three-Bedroom House,YES,NO,"₹ 8,888",,,,
4521,U & Me,One-Bedroom Apartment,YES,YES,"₹ 8,794",,,,
4522,Industrial Style Pad Near B City,One-Bedroom Apartment,YES,YES,"₹ 12,737",,,,
4523,New York loft,One-Bedroom Apartment,NO,YES,"₹ 9,007",,,,
4524,QUEEN HOUSE HOLIDAY HOME,Three-Bedroom Apartment,NO,YES,"₹ 13,181",,,,
4525,Modern city flat hourly stay available*,One-Bedroom Apartment,YES,NO,"₹ 8,120",,,,
4526,Stunning Central House By PureStay Short Lets & Serviced Accommodation Birmingham,Four-Bedroom House,YES,NO,"₹ 19,651",,,,
4527,"Entire flat, 2 bedroom & 2 bathrooms in Birmingham",Two-Bedroom Apartment,YES,YES,"₹ 24,564",,,,
4528,Beautiful 2-Bed Apartment in Birmingham West Midla,Apartment,YES,YES,"₹ 9,098",,,,
4529,"City Road Birmingham Apartments from 360Midlands, en-suite",One-Bedroom Apartment,NO,YES,"₹ 5,173",,,,
4530,Valentines,Double Room,NO,YES,"₹ 6,573",,,,
4531,Luxury 2 Bed Penthouse - 4K Projector - Snug Room - En Suite,Penthouse Apartment,YES,NO,"₹ 17,589",,,,
4532,Luxury Apartment With Parking Bullring China town,One-Bedroom Apartment,YES,NO,"₹ 17,718",,,,
4533,Aspen Place,Two-Bedroom Apartment,YES,YES,"₹ 24,746",,,,
4534,Newly Renevated Historic 1 Bedroom Apartment - Jewellery Quarter Central Birmingham,One-Bedroom Apartment,YES,YES,"₹ 10,068",,,,
4535,Spacious 2 Bedroom Home in Birmingham,Two-Bedroom Apartment,NO,YES,"₹ 11,245",,,,
4536,Vibrant & Modern studio apartment in Birmingham,One-Bedroom Apartment,NO,YES,"₹ 8,916",,,,
4537,2 Beds Apartment in Birmingham City Centre,One-Bedroom Apartment,YES,NO,"₹ 13,608",,,,
4538,Birmingham Garnet 3 bedroom Apartment,Apartment,YES,NO,"₹ 10,109",,,,
4539,Emerald Studio Suite Near QE/UOB,One-Bedroom Apartment,YES,YES,"₹ 9,795",,,,
4540,BANK,Two-Bedroom Apartment,YES,YES,"₹ 16,376",,,,
4541,Clover Spa and Hotel,Small Double Room,NO,YES,"₹ 14,152",,,,
4542,Digbeth Luxury Apartment,Two-Bedroom Apartment,NO,YES,"₹ 9,666",,,,
4543,KCS Broad Street Apartment Birmingham,One-Bedroom Apartment,YES,NO,"₹ 16,236",,,,
4544,1 Bed Apartment New A,One-Bedroom Apartment,YES,NO,"₹ 9,007",,,,
4545,Entire Appartment Near Birmingham city,Three-Bedroom Apartment,YES,YES,"₹ 12,618",,,,
4546,Emerald Suite - 2 Bedroom Duplex Sleeps 6,Duplex Apartment,NO,YES,"₹ 13,141",,,,
4547,Beautiful 3 bedroom house,Three-Bedroom House,NO,YES,"₹ 15,039",,,,
4548,Happy dream,One-Bedroom Apartment,YES,NO,"₹ 8,592",,,,
4549,"Spacious 1 bed Apartment with workspace, unlimited coffee & FREE Parking",One-Bedroom Apartment,YES,NO,"₹ 13,348",,,,
4550,Exceptional 1King Lifestyle Apartment - Centrally located,One-Bedroom Apartment,YES,YES,"₹ 11,668",,,,
4551,2bedroom Modern Apartment in the city centre,One-Bedroom Apartment,YES,YES,"₹ 16,285",,,,
4552,Luxe City Centre,Two-Bedroom Apartment,NO,YES,"₹ 18,195",,,,
4553,Priory Road,Double Room with Shared Bathroom,NO,YES,"₹ 4,535",,,,
4554,FREE PARKING Cosy Studios in Guesthouse close to city and QE Hospital,Studio,YES,NO,"₹ 7,076",,,,
4555,"Cosy, Modern Home Near BHX, NEC and City Centre",Three-Bedroom House,YES,NO,"₹ 7,733",,,,
4556,Tropical Garden Oasis Rooms,Tent,YES,YES,"₹ 7,177",,,,
4557,Cozy 2 Bedroom Apartment near NEC / Birmingham Airport/ City Centre,Two-Bedroom Apartment,YES,YES,"₹ 9,494",,,,
4558,Birmingham Amethyst 3 bedroom Apartment,Apartment,NO,YES,"₹ 10,109",,,,
4559,Madison house,Two-Bedroom Apartment,NO,YES,"₹ 15,079",,,,
4560,"My new street apartment, Birmingham",Two-Bedroom Apartment,YES,NO,"₹ 18,014",,,,
4561,Swansea house,One-Bedroom Apartment,YES,NO,"₹ 7,005",,,,
4562,Tri-Star Hotel,Double Room with Private Bathroom,YES,YES,"₹ 16,073",,,,
4563,Fabulous 2 Bedroom apartment in City Center,Apartment,YES,YES,"₹ 30,623",,,,
4564,21 Frederick Street Apartment,One-Bedroom Apartment,NO,YES,"₹ 9,098",,,,
4565,City Centre Luxury Silver Forge - Two Bedroom Apartment with Office - Brand New,Two-Bedroom Apartment,NO,YES,"₹ 11,524",,,,
4566,"Cosy home near NEC, BHX Bullring & Solihull",Three-Bedroom House,YES,NO,"₹ 7,733",,,,
4567,Spacious 2 bed house with free on street parking,Two-Bedroom House,YES,NO,"₹ 11,119",,,,
4568,Cosy 2 bedroom apartment by One Choice Stays Serviced Accommodation Birmingham - City Centre - Wifi,Two-Bedroom Apartment,YES,YES,"₹ 8,390",,,,
4569,Contemporary Modern Studio Apartment - City Centre,One-Bedroom Apartment,YES,YES,"₹ 7,733",,,,
4570,"Chic Studio Oasis, West Midlands!",One-Bedroom Apartment,NO,YES,"₹ 5,368",,,,
4571,Jacuzzi Getaway with Sauna and Super King Bed,One-Bedroom Apartment,YES,NO,"₹ 16,376",,,,
4572,"Comfy, modern studio with Netflix",Studio Apartment,YES,NO,"₹ 5,368",,,,
4573,Malavia Properties,Apartment with Shower,YES,YES,"₹ 7,581",,,,
4574,Modern 1 Bed Apt - B'ham City Centre and Jewellery Qtr,One-Bedroom Apartment,YES,YES,"₹ 10,569",,,,
4575,Comfortable one bed flat,Deluxe Apartment,NO,YES,"₹ 8,188",,,,
4576,"Cosy Entire Apartment 5 min to City Centre! FREE PARKING, Smart TV Sleeps 3-4",One-Bedroom Apartment,NO,YES,"₹ 8,803",,,,
4577,Beautifully renovated four bedroom property,Four-Bedroom House,YES,NO,"₹ 9,472",,,,
4578,Birmingham Ruby 2 bedroom Apartment,Apartment,YES,NO,"₹ 7,480",,,,
4579,Stylish Birmingham City Centre Apart W/Balcony,One-Bedroom Apartment,YES,YES,"₹ 9,947",,,,
4580,Arcadian Centre - Sienna One Bed - Sofa Bed - Balcony,Deluxe Apartment,YES,YES,"₹ 11,402",,,,
4581,Remarkable 1-Bed Studio in Birmingham,Studio,NO,YES,"₹ 10,109",,,,
4582,Spacious 3-bedroom home in Birmingham with driveway parking,Three-Bedroom Apartment,NO,YES,"₹ 13,397",,,,
4583,Aqua-Themed 2 Bedroom Cosy Apartment - City Centre,Two-Bedroom Apartment,YES,NO,"₹ 12,100",,,,
4584,Beautiful 1-Bed studio Lickey Hills Birmingham,Studio,YES,NO,"₹ 8,693",,,,
4585,Tudors eSuites Four Bedroom House,Apartment,YES,YES,"₹ 404,344",,,,
4586,Tudors eSuites Four Bedroom House,Apartment,YES,YES,"₹ 236,541",,,,
4587,Stunning 3-Bed Home near City Centre Chic Comfort,Holiday Home,NO,YES,"₹ 20,622",,,,
4588,5-bedroom Townhouse In Jewellery Quarter,Five-Bedroom House,NO,YES,"₹ 55,597",,,,
4589,"Cosy 2 Bed Flat, next to City Centre with Parking!",Two-Bedroom Apartment,YES,NO,"₹ 18,150",,,,
4590,Lola,One-Bedroom Apartment,YES,NO,"₹ 5,459",,,,
4591,Luxury City Centre Apartment With Underground Parking,One-Bedroom Apartment,YES,YES,"₹ 18,650",,,,
4592,Tropical Paradise B'ham City Ctr,One-Bedroom Apartment,YES,YES,"₹ 17,013",,,,
4593,Cosy 3BR Home Close to Villa Park Castle Bromwich off the M6,Three-Bedroom House,NO,YES,"₹ 9,474",,,,
4594,"Charming 3-Bedroom Home in Stechford, Birmingham",Three-Bedroom Apartment,NO,YES,"₹ 16,073",,,,
4595,Super Luxury 2 Bedroom Apartment In Birmingham City Center,Two-Bedroom Apartment,YES,NO,"₹ 15,163",,,,
4596,Chic City Retreat - Comfy & Centrally Located,One-Bedroom Apartment,YES,YES,"₹ 11,827",,,,
4597,Fantastic semi - detached 4 bedroom house,Apartment,YES,YES,"₹ 14,542",,,,
4598,Alder House,Four-Bedroom House,NO,YES,"₹ 21,228",,,,
4599,APPARTMENT one bedroom,One-Bedroom Apartment,NO,YES,"₹ 4,795",,,,
4600,2 Bed 2 Bath Ensuite - FREE secure parking,Two-Bedroom Apartment,YES,NO,"₹ 11,372",,,,
4601,Midlands Haven - Upscale Serenity Near the City,Three-Bedroom Apartment,YES,NO,"₹ 9,553",,,,
4602,"Chic Midlands Getaway - Explore, Relax and Revel",Two-Bedroom Apartment,YES,YES,"₹ 13,010",,,,
4603,Cosy 1 bed - Heart of Birmingham,One-Bedroom Apartment,YES,YES,"₹ 10,917",,,,
4604,Stodio flat,One-Bedroom Apartment,NO,YES,"₹ 4,822",,,,
4605,Studio available close to Queen Elizabeth Hospital,Studio,NO,YES,"₹ 10,109",,,,
4606,Mailbox luxury living,Two-Bedroom Apartment,YES,NO,"₹ 25,474",,,,
4607,Home in Birmingham Cosy Stays,Three-Bedroom House,YES,NO,"₹ 11,645",,,,
4608,Spacious 2 bed apartment in central Mablethorpe,One-Bedroom Apartment,YES,YES,"₹ 15,466",,,,
4609,Luxury 9ine Beautiful Broad Street Apartment,Apartment,YES,YES,"₹ 9,603",,,,
4610,Aston Apartment 4,One-Bedroom Apartment,NO,YES,"₹ 12,888",,,,
4611,Arcadian Apartment,One-Bedroom Apartment,NO,YES,"₹ 13,748",,,,
4612,Large Studio available on First floor!,Studio,YES,NO,"₹ 12,636",,,,
4613,Beautiful Perry Barr room,Double Room,YES,NO,"₹ 19,560",,,,
4614,1 bed apartment with 2 beds 1 double plus 1 single,One-Bedroom Apartment,YES,YES,"₹ 11,039",,,,
4615,"Comfy & Chique Stay - Perfect For Visiting Birminghams Sites, Events & City Centre",Twin Room with Shared Bathroom,YES,YES,"₹ 10,614",,,,
4616,Stunning 3bdr 2ba House With Free Street Parkin,Three-Bedroom House,NO,YES,"₹ 17,686",,,,
4617,1bed Cosy Flat Located in a Busy Area With Lots of Activities,One-Bedroom Apartment,NO,YES,"₹ 22,744",,,,
4618,Luxury penthouse view apartment,One-Bedroom Apartment,YES,NO,"₹ 25,170",,,,
4619,George Street,Two-Bedroom Apartment,YES,NO,"₹ 14,556",,,,
4620,Modern 1-Bed Apartment in Birmingham,Apartment,YES,YES,"₹ 10,109",,,,
4621,EXOTICSTAY Apartments • New Build • Stylish 1-bedroom apartment in the City Centre • WiFi & Netflix • Self Check-in,One-Bedroom Apartment,NO,YES,"₹ 12,159",,,,
4622,Super Beautiful Jacuzzi Apartment with Balcony,Apartment,NO,YES,"₹ 25,271",,,,
4623,Contemporary 2 bedroom Apartment - Birmingham City Centre - Digbeth Bullring,Two-Bedroom Apartment,YES,NO,"₹ 25,474",,,,
4624,Lovely 2 Bedroom Apartment- Birmingham City Centre,Two-Bedroom Apartment,YES,NO,"₹ 33,189",,,,
4625,2 Bedroom Apartment - Birmingham city centre,One-Bedroom Apartment,YES,YES,"₹ 40,621",,,,
4626,5 bedroom semi-detached house- 3 double beds - 2 single beds,Two-Bedroom Apartment,YES,YES,"₹ 17,502",,,,
4627,Silver Forge - Luxury One Bed with Office - Sofa Bed - City Centre,Deluxe Apartment,NO,YES,"₹ 10,311",,,,
4628,SwankyHome 4 Groups Near M5.,Three-Bedroom House,NO,YES,"₹ 7,712",,,,
4629,Stunning 3-Bed House in Birmingham,Holiday Home,YES,NO,"₹ 13,040",,,,
4630,Lovely Studio 10 mins from City for Short term,Studio,YES,NO,"₹ 10,109",,,,
4631,City Centre - Luxury 2 Bed - Verde Suite - Brand New,Deluxe Apartment,YES,YES,"₹ 13,465",,,,
4632,Aparthotel - 4 X 2 Bed Apts -free Parking,Two-Bedroom Apartment,YES,YES,"₹ 9,856",,,,
4633,Cosy studio close to the university,Studio,NO,YES,"₹ 10,109",,,,
4634,Stunning Studio by QE and UOB!,Studio,NO,YES,"₹ 10,109",,,,
4635,Stylish Studio for short term near UOB and City!,Studio,YES,NO,"₹ 12,636",,,,
4636,1 bedroom studio with microwave and TV & WiFi,Studio,YES,NO,"₹ 12,636",,,,
4637,Amazing studio next to the city,Studio,YES,YES,"₹ 12,636",,,,
4638,Modern Cute Studio right next to UoB and QE!,Studio,YES,YES,"₹ 10,109",,,,
4639,Charming 3-Bed holiday House in Birmingham,Holiday Home,NO,YES,"₹ 18,701",,,,
4640,Onyx Large Spacious Homely Birmingham 3 Bedroom House,Three-Bedroom Apartment,NO,YES,"₹ 9,510",,,,
4641,Brand new heart of Birmingham one bedroom,One-Bedroom Apartment,YES,NO,"₹ 61,410",,,,
4642,Heart of Bham Free Parking - Walk to Everything/1 min from New St Station,Two-Bedroom Apartment,YES,NO,"₹ 30,932",,,,
4643,One Bedroom Apartment 22a in Springcroft,Studio,YES,YES,"₹ 4,067",,,,
4644,One Bedroom Apartment 18a in Springcroft,Studio,YES,YES,"₹ 5,263",,,,
4645,Kunda House in Tyseley,Studio,NO,YES,"₹ 5,573",,,,
4646,SwankyHome 4 Groups/Contractors,Two-Bedroom House,YES,NO,"₹ 7,782",,,,
4647,Cosy 3 bed Apt/contractors/families/free parking,Three-Bedroom Apartment,YES,NO,"₹ 11,119",,,,
4648,Large studio 10 minute train journey to the city!,Studio,YES,YES,"₹ 10,109",,,,
4649,Lovely homely studio available,Studio,YES,YES,"₹ 10,109",,,,
4650,studio close to University of Birmingham,Studio,NO,YES,"₹ 10,109",,,,
4651,2 Bed Brand New Prestige Apartment in City Centre,Two-Bedroom Apartment,NO,YES,"₹ 23,317",,,,
4652,Self contained studios 10 min train ride to city and close to QE!,Studio,YES,NO,"₹ 7,581",,,,
4653,"1 Bedroom Apartment, in Birmingham city centre, Chinese quarter",One-Bedroom Apartment,YES,NO,"₹ 12,555",,,,
4654,Convenient 3BR close to QE Hospital & University of Birmingham,Three-Bedroom Chalet,YES,YES,"₹ 6,928",,,,
4655,Mason Suite,One-Bedroom Apartment,YES,YES,"₹ 14,101",,,,
4656,Equipped studios near QE in GuestHouse 10minute train journey to the city!,Studio,NO,YES,"₹ 7,076",,,,
4657,Spacious studios with free fast WIFI and 50inch SMART TV's next to UOB and 10min drive to the City!,Studio,NO,YES,"₹ 7,581",,,,
4658,Lovely Studio in Selly Oak 10 mins from city!,Studio,YES,NO,"₹ 12,636",,,,
4659,Ensuite style Studio in Selly Oak,Studio,YES,NO,"₹ 10,109",,,,
4660,Spacious 1-Bed Studio in Birmingham,Studio,YES,YES,"₹ 12,636",,,,
4661,1 Bed Apartment B,One-Bedroom Apartment,YES,YES,"₹ 12,636",,,,
4662,2 Bed Apartment New,Two-Bedroom Apartment,NO,YES,"₹ 16,982",,,,
4663,Onyx Broad Street*The O2* Large Apartment*Staycation*,Two-Bedroom Apartment,NO,YES,"₹ 9,340",,,,
4664,Stylish Arcadian Centre - One Bedroom - Large Balcony - Bullring Shopping,One-Bedroom Apartment,YES,NO,"₹ 11,281",,,,
4665,Broadway Mailbox Luxury New 1 Bed Apartment with Free Parking,One-Bedroom Apartment,YES,NO,"₹ 11,827",,,,
4666,Luxury 6 bedroom entire home will free parking.,Villa,YES,YES,"₹ 32,843",,,,
4667,3 bedroom home with stunning views and hot tub,Three-Bedroom House,YES,YES,"₹ 17,690",,,,
